property1,section,ticket,type,price,lat,lon
St John's Jerusalem,Whole property,Child,Gift aid,N/A,51.4095,0.24053
St John's Jerusalem,Whole property,Child,Standard,£1.50,51.4095,0.24053
St John's Jerusalem,Whole property,Family,Gift aid,N/A,51.4095,0.24053
St John's Jerusalem,Whole property,Family,Standard,£6.00,51.4095,0.24053
Castle Coole,Whole Property (Inc Guided House Tour),Adult,Gift aid,£10.00,54.335499,-7.60046
Castle Coole,Whole Property (Inc Guided House Tour),Adult,Standard,£9.00,54.335499,-7.60046
Castle Coole,Whole Property (Inc Guided House Tour),Child,Gift aid,£5.00,54.335499,-7.60046
Castle Coole,Whole Property (Inc Guided House Tour),Child,Standard,£4.50,54.335499,-7.60046
Castle Coole,Whole Property (Inc Guided House Tour),Family,Gift aid,£25.00,54.335499,-7.60046
Castle Coole,Whole Property (Inc Guided House Tour),Family,Standard,£22.50,54.335499,-7.60046
Castle Coole,Whole Property (Inc Guided House Tour),Group Adult,Gift aid,N/A,54.335499,-7.60046
Castle Coole,Whole Property (Inc Guided House Tour),Group Adult,Standard,£5.00,54.335499,-7.60046
Castle Coole,Grounds Only,Adult,Gift aid,£4.00,54.335499,-7.60046
Castle Coole,Grounds Only,Adult,Standard,£3.60,54.335499,-7.60046
Castle Coole,Grounds Only,Child,Gift aid,£2.00,54.335499,-7.60046
Castle Coole,Grounds Only,Child,Standard,£1.80,54.335499,-7.60046
Castle Coole,Grounds Only,Family,Gift aid,£10.00,54.335499,-7.60046
Castle Coole,Grounds Only,Family,Standard,£9.00,54.335499,-7.60046
Springhill,Gardens & Grounds ,Adult,Gift aid,£4.00,54.685699,-6.65569
Springhill,Gardens & Grounds ,Adult,Standard,£3.63,54.685699,-6.65569
Springhill,Gardens & Grounds ,Child,Gift aid,£2.00,54.685699,-6.65569
Springhill,Gardens & Grounds ,Child,Standard,£1.81,54.685699,-6.65569
Springhill,Gardens & Grounds ,Family,Gift aid,£10.00,54.685699,-6.65569
Springhill,Gardens & Grounds ,Family,Standard,£9.09,54.685699,-6.65569
Porth y Swnt,Whole property,Adult,Gift aid,N/A,52.804818,-4.7116944
Porth y Swnt,Whole property,Adult,Standard,£2.00,52.804818,-4.7116944
Porth y Swnt,Whole property,Child,Gift aid,N/A,52.804818,-4.7116944
Porth y Swnt,Whole property,Child,Standard,£1.00,52.804818,-4.7116944
Paycocke's House and Garden,Coggeshall Properties Joint Entry ,Adult,Gift aid,N/A,51.87075,0.68338
Paycocke's House and Garden,Coggeshall Properties Joint Entry ,Adult,Standard,£7.50,51.87075,0.68338
Paycocke's House and Garden,Coggeshall Properties Joint Entry ,Child,Gift aid,N/A,51.87075,0.68338
Paycocke's House and Garden,Coggeshall Properties Joint Entry ,Child,Standard,£3.75,51.87075,0.68338
Greyfriars' House and Garden,Whole property,Adult,Gift aid,£6.00,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Adult,Standard,£5.45,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Child,Gift aid,£3.00,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Child,Standard,£2.70,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Family,Gift aid,£15.00,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Family,Standard,£13.60,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Group Adult,Gift aid,N/A,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Group Adult,Standard,£5.10,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Group Child,Gift aid,N/A,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Group Child,Standard,£2.55,52.190455,-2.21898
Blickling Estate,Whole property,Adult,Gift aid,£15.95,52.812,1.23139
Blickling Estate,Whole property,Adult,Standard,£14.35,52.812,1.23139
Blickling Estate,Whole property,Child,Gift aid,£7.95,52.812,1.23139
Blickling Estate,Whole property,Child,Standard,£7.20,52.812,1.23139
Blickling Estate,Whole property,Family,Gift aid,£39.85,52.812,1.23139
Blickling Estate,Whole property,Family,Standard,£35.95,52.812,1.23139
Blickling Estate,Whole property,One adult and up to three children,Gift aid,£23.90,52.812,1.23139
Blickling Estate,Whole property,One adult and up to three children,Standard,£21.50,52.812,1.23139
Blickling Estate,Whole property,Group Adult,Gift aid,N/A,52.812,1.23139
Blickling Estate,Whole property,Group Adult,Standard,£13.50,52.812,1.23139
Blickling Estate,Whole property,Group Child,Gift aid,N/A,52.812,1.23139
Blickling Estate,Whole property,Group Child,Standard,£6.75,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Adult,Gift aid,£11.00,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Adult,Standard,£9.95,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Child,Gift aid,£5.50,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Child,Standard,£4.95,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Family,Gift aid,£27.50,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Family,Standard,£24.75,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,One adult and up to three children,Gift aid,£16.50,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,One adult and up to three children,Standard,£14.85,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Group Adult,Gift aid,N/A,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Group Adult,Standard,£9.30,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Group Child,Gift aid,N/A,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Group Child,Standard,£6.75,52.812,1.23139
Killerton,Whole property,Adult,Gift aid,£12.80,50.792,-3.4565
Killerton,Whole property,Adult,Standard,£11.60,50.792,-3.4565
Killerton,Whole property,Child,Gift aid,£6.40,50.792,-3.4565
Killerton,Whole property,Child,Standard,£5.80,50.792,-3.4565
Killerton,Whole property,Family,Gift aid,£31.90,50.792,-3.4565
Killerton,Whole property,Family,Standard,£29.00,50.792,-3.4565
Killerton,Whole property,1 Adult Family,Gift aid,£19.20,50.792,-3.4565
Killerton,Whole property,1 Adult Family,Standard,£17.40,50.792,-3.4565
Killerton,Whole property,Group Adult,Gift aid,N/A,50.792,-3.4565
Killerton,Whole property,Group Adult,Standard,£10.80,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Adult,Gift aid,N/A,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Adult,Standard,£5.80,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Child,Gift aid,N/A,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Child,Standard,£2.90,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Family,Gift aid,N/A,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",Family,Standard,£14.50,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",1 adult,Gift aid,N/A,50.792,-3.4565
Killerton,"Clyston Mill, Marker's & Budlake Post Office",1 adult,Standard,£8.70,50.792,-3.4565
Wightwick Manor and Gardens,Whole property,Adult,Gift aid,£12.50,52.582765,-2.196453
Wightwick Manor and Gardens,Whole property,Adult,Standard,£11.35,52.582765,-2.196453
Wightwick Manor and Gardens,Whole property,Child,Gift aid,£6.25,52.582765,-2.196453
Wightwick Manor and Gardens,Whole property,Child,Standard,£5.60,52.582765,-2.196453
Wightwick Manor and Gardens,Whole property,Family,Gift aid,£31.25,52.582765,-2.196453
Wightwick Manor and Gardens,Whole property,Family,Standard,£28.30,52.582765,-2.196453
Wightwick Manor and Gardens,Whole property,"1 adult, 2 children",Gift aid,£18.75,52.582765,-2.196453
Wightwick Manor and Gardens,Whole property,"1 adult, 2 children",Standard,£16.95,52.582765,-2.196453
Wightwick Manor and Gardens,Whole property,Group Adult,Gift aid,N/A,52.582765,-2.196453
Wightwick Manor and Gardens,Whole property,Group Adult,Standard,£10.50,52.582765,-2.196453
Wightwick Manor and Gardens,Whole property,Group Child,Gift aid,N/A,52.582765,-2.196453
Wightwick Manor and Gardens,Whole property,Group Child,Standard,£5.25,52.582765,-2.196453
Wightwick Manor and Gardens,Gallery and Garden only,Adult,Gift aid,£8.50,52.582765,-2.196453
Wightwick Manor and Gardens,Gallery and Garden only,Adult,Standard,£7.70,52.582765,-2.196453
Wightwick Manor and Gardens,Gallery and Garden only,Child,Gift aid,£4.25,52.582765,-2.196453
Wightwick Manor and Gardens,Gallery and Garden only,Child,Standard,£3.85,52.582765,-2.196453
Wightwick Manor and Gardens,Gallery and Garden only,Family,Gift aid,£21.25,52.582765,-2.196453
Wightwick Manor and Gardens,Gallery and Garden only,Family,Standard,£19.25,52.582765,-2.196453
Wightwick Manor and Gardens,Gallery and Garden only,"1 adult, 2 children",Gift aid,£12.75,52.582765,-2.196453
Wightwick Manor and Gardens,Gallery and Garden only,"1 adult, 2 children",Standard,£11.55,52.582765,-2.196453
Wightwick Manor and Gardens,Gallery and Garden only,Group Adult,Gift aid,N/A,52.582765,-2.196453
Wightwick Manor and Gardens,Gallery and Garden only,Group Adult,Standard,£6.50,52.582765,-2.196453
Wightwick Manor and Gardens,Gallery and Garden only,Group Child,Gift aid,N/A,52.582765,-2.196453
Wightwick Manor and Gardens,Gallery and Garden only,Group Child,Standard,£3.25,52.582765,-2.196453
"Priest's House, Muchelney",Whole property,Adult,Gift aid,N/A,51.0214,-2.80763
"Priest's House, Muchelney",Whole property,Adult,Standard,£4.00,51.0214,-2.80763
"Priest's House, Muchelney",Whole property,Child,Gift aid,N/A,51.0214,-2.80763
"Priest's House, Muchelney",Whole property,Child,Standard,£2.00,51.0214,-2.80763
Ickworth,Whole property,Adult,Gift aid,£15.00,52.222136,0.6563212
Ickworth,Whole property,Adult,Standard,£13.50,52.222136,0.6563212
Ickworth,Whole property,Child,Gift aid,£7.50,52.222136,0.6563212
Ickworth,Whole property,Child,Standard,£6.75,52.222136,0.6563212
Ickworth,Whole property,Family,Gift aid,£37.50,52.222136,0.6563212
Ickworth,Whole property,Family,Standard,£33.75,52.222136,0.6563212
Ickworth,Whole property,One Adult 2 Children,Gift aid,£22.50,52.222136,0.6563212
Ickworth,Whole property,One Adult 2 Children,Standard,£20.25,52.222136,0.6563212
Ickworth,Whole property,Group Adult,Gift aid,N/A,52.222136,0.6563212
Ickworth,Whole property,Group Adult,Standard,£12.75,52.222136,0.6563212
Ickworth,Whole property,Group Child,Gift aid,N/A,52.222136,0.6563212
Ickworth,Whole property,Group Child,Standard,£6.40,52.222136,0.6563212
Ickworth,House upgrade,Adult,Gift aid,£6.00,52.222136,0.6563212
Ickworth,House upgrade,Adult,Standard,£5.40,52.222136,0.6563212
Ickworth,House upgrade,Child,Gift aid,£3.00,52.222136,0.6563212
Ickworth,House upgrade,Child,Standard,£2.70,52.222136,0.6563212
Ickworth,House upgrade,Family,Gift aid,£15.00,52.222136,0.6563212
Ickworth,House upgrade,Family,Standard,£13.50,52.222136,0.6563212
Ickworth,House upgrade,One Adult 2 Children,Gift aid,£9.00,52.222136,0.6563212
Ickworth,House upgrade,One Adult 2 Children,Standard,£8.10,52.222136,0.6563212
Ickworth,House upgrade,Group Adult,Gift aid,N/A,52.222136,0.6563212
Ickworth,House upgrade,Group Adult,Standard,£5.10,52.222136,0.6563212
Ickworth,House upgrade,Group Child,Gift aid,N/A,52.222136,0.6563212
Ickworth,House upgrade,Group Child,Standard,£2.55,52.222136,0.6563212
Ickworth,Parkland and gardens only,Adult,Gift aid,£9.00,52.222136,0.6563212
Ickworth,Parkland and gardens only,Adult,Standard,£8.10,52.222136,0.6563212
Ickworth,Parkland and gardens only,Child,Gift aid,£4.50,52.222136,0.6563212
Ickworth,Parkland and gardens only,Child,Standard,£4.05,52.222136,0.6563212
Ickworth,Parkland and gardens only,Family,Gift aid,£22.50,52.222136,0.6563212
Ickworth,Parkland and gardens only,Family,Standard,£20.25,52.222136,0.6563212
Ickworth,Parkland and gardens only,One Adult 2 Children,Gift aid,£13.50,52.222136,0.6563212
Ickworth,Parkland and gardens only,One Adult 2 Children,Standard,£12.15,52.222136,0.6563212
Ickworth,Parkland and gardens only,Group Adult,Gift aid,N/A,52.222136,0.6563212
Ickworth,Parkland and gardens only,Group Adult,Standard,£7.65,52.222136,0.6563212
Ickworth,Parkland and gardens only,Group Child,Gift aid,N/A,52.222136,0.6563212
Ickworth,Parkland and gardens only,Group Child,Standard,£3.80,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Adult,Gift aid,£10.00,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Adult,Standard,£9.00,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Child,Gift aid,£5.00,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Child,Standard,£4.50,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Family,Gift aid,£25.00,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Family,Standard,£22.50,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",One Adult 2 Children,Gift aid,£15.00,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",One Adult 2 Children,Standard,£13.50,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Group Adult,Gift aid,N/A,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Group Adult,Standard,£7.65,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Group Child,Gift aid,N/A,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Group Child,Standard,£3.80,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Adult,Gift aid,£6.00,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Adult,Standard,£5.40,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Child,Gift aid,£3.00,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Child,Standard,£2.70,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Family,Gift aid,£15.00,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Family,Standard,£13.50,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,One Adult 2 Children,Gift aid,£9.00,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,One Adult 2 Children,Standard,£8.10,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Group Adult,Gift aid,N/A,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Group Adult,Standard,£4.60,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Group Child,Gift aid,N/A,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Group Child,Standard,£2.30,52.222136,0.6563212
Uppark House and Garden,Whole Property,Adult,Gift aid,£12.10,50.952702,-0.88896
Uppark House and Garden,Whole Property,Adult,Standard,£11.00,50.952702,-0.88896
Uppark House and Garden,Whole Property,Child,Gift aid,£6.05,50.952702,-0.88896
Uppark House and Garden,Whole Property,Child,Standard,£5.50,50.952702,-0.88896
Uppark House and Garden,Whole Property,Family,Gift aid,£30.25,50.952702,-0.88896
Uppark House and Garden,Whole Property,Family,Standard,£27.50,50.952702,-0.88896
Uppark House and Garden,Whole Property,Group Adult,Gift aid,N/A,50.952702,-0.88896
Uppark House and Garden,Whole Property,Group Adult,Standard,£9.50,50.952702,-0.88896
Uppark House and Garden,Garden and Servants' Quarters only ,Adult,Gift aid,£9.90,50.952702,-0.88896
Uppark House and Garden,Garden and Servants' Quarters only ,Adult,Standard,£9.00,50.952702,-0.88896
Uppark House and Garden,Garden and Servants' Quarters only ,Child,Gift aid,£4.95,50.952702,-0.88896
Uppark House and Garden,Garden and Servants' Quarters only ,Child,Standard,£4.50,50.952702,-0.88896
Uppark House and Garden,Garden and Servants' Quarters only ,Group Adult,Gift aid,N/A,50.952702,-0.88896
Uppark House and Garden,Garden and Servants' Quarters only ,Group Adult,Standard,£9.50,50.952702,-0.88896
"The Workhouse, Southwell",Whole property,Adult,Gift aid,£10.05,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Adult,Standard,£9.10,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Child,Gift aid,£5.01,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Child,Standard,£4.55,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Family,Gift aid,£25.05,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Family,Standard,£22.75,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Family one adult,Gift aid,£15.05,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Family one adult,Standard,£13.65,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Group Adult,Gift aid,N/A,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Group Adult,Standard,£8.60,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Group Child,Gift aid,N/A,53.0811,-0.93707
"The Workhouse, Southwell",Whole property,Group Child,Standard,£4.30,53.0811,-0.93707
Mottistone Gardens and Estate,Garden,Adult,Gift aid,£7.50,50.65246,-1.427048
Mottistone Gardens and Estate,Garden,Adult,Standard,£6.80,50.65246,-1.427048
Mottistone Gardens and Estate,Garden,Child,Gift aid,£3.75,50.65246,-1.427048
Mottistone Gardens and Estate,Garden,Child,Standard,£3.40,50.65246,-1.427048
Mottistone Gardens and Estate,Garden,Family,Gift aid,£18.75,50.65246,-1.427048
Mottistone Gardens and Estate,Garden,Family,Standard,£17.00,50.65246,-1.427048
Mottistone Gardens and Estate,Garden,Group Adult,Gift aid,N/A,50.65246,-1.427048
Mottistone Gardens and Estate,Garden,Group Adult,Standard,£6.40,50.65246,-1.427048
Mottistone Gardens and Estate,Garden,Group Child,Gift aid,N/A,50.65246,-1.427048
Mottistone Gardens and Estate,Garden,Group Child,Standard,£3.20,50.65246,-1.427048
Mottistone Gardens and Estate,House and garden,Adult,Gift aid,£11.35,50.65246,-1.427048
Mottistone Gardens and Estate,House and garden,Adult,Standard,£10.30,50.65246,-1.427048
Mottistone Gardens and Estate,House and garden,Child,Gift aid,£5.70,50.65246,-1.427048
Mottistone Gardens and Estate,House and garden,Child,Standard,£5.15,50.65246,-1.427048
Mottistone Gardens and Estate,House and garden,Family,Gift aid,£28.40,50.65246,-1.427048
Mottistone Gardens and Estate,House and garden,Family,Standard,£25.75,50.65246,-1.427048
Fountains Abbey and Studley Royal Water Garden,Whole property,Adult,Gift aid,£16.50,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Adult,Standard,£15.00,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Child,Gift aid,£8.25,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Child,Standard,£7.50,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Family,Gift aid,£41.25,54.1096,-1.58033
